nspec,timesc,err_lo,err_hi,NSPEC,D_fil,D_along
234,4.234455354311239,3.0355590207258665,1.0559002632883692,234,11.0092955935236,3.965899697206748
235,0.9475618838896852,0.6882275136679175,2.119357453934222,235,1.969915960188629,4.570464572141714
236,7.7417238450546435,3.2600849283487614,1.401391518545024,236,4.209623053463033,4.015433102712532
237,2.370753714687238,1.5706932394458466,0.9682529805996394,237,0.24512432883620452,4.921739602891759
238,6.225904753104699,2.422838962796038,0.8270042056810842,238,8.791616886000508,2.501432788035069
241,0.8149665580060859,0.6061550745572399,2.060361610706947,241,4.696874128709048,4.425025982779661
246,0.6371553740575973,0.4894909862630836,1.56119862118317,246,10.231498053269714,4.9668780705039834
250,0.5923925707333453,0.4719345980381515,1.1503450788005125,250,12.847860840527257,4.8643691738649535
252,0.5378658482336145,0.4318139899471369,0.722666191554818,252,2.6529415420860722,2.843072851132211
257,3.285055425901483,2.599433046021165,1.0278705774264232,257,4.761653887460741,2.8694341275432427
274,1.231435277231066,0.9379694413733092,2.3221411032454125,274,6.712005301464809,2.580627347366495
275,5.588198278511412,4.1309258133305775,2.9164056228528548,275,2.9172161859044863,3.18877499672189
276,2.985765273982297,1.9823169976662784,2.941145313674573,276,9.42476942694409,3.1968911358583
287,2.211731993659809,1.855041805577688,2.354415241301286,287,2.3213873757015926,4.121319827207998
296,4.179812235274909,3.124282221845222,1.463614749592467,296,4.101918814145002,6.625820037637264
305,4.3332332954279495,3.3031609239351107,2.787799491459124,305,7.225759076270086,7.668115466867919
309,4.349010209039597,2.2666366229908155,1.1320534477897084,309,9.038248839268942,7.142739381772891
337,11.09046682403807,0.8482827418768188,0.4013930914283392,337,6.583509854252758,6.308152824078601
344,1.1032627477380874,0.9106260571023306,1.293710964723343,344,5.565198444725213,6.361677433616571
354,1.377317242987516,1.1145403166122936,1.1490890696716871,354,1.7282100893234564,6.0096707531373195
363,4.099902186159626,2.594978041418508,1.2493569593658531,363,4.252795353983984,6.707069546741451
