RA,DEC,S/N,Z_ALF,Z_CALLUM,Z_APS,Z_LIT,Z_FINAL,Z_FINAL_ERR,FLAG_Z
240.118,26.6312,2.87064,-999.990,-99.0000,2.06963,2.06877,2.06920,0.000608095,2.00000
240.290,26.6215,0.0665889,-999.990,-999.000,1.60286,-888.000,1.60286,0.00000,0.00000
240.223,26.5529,4.06841,0.168357,-999.000,0.168357,0.168360,0.168358,1.72934e-06,3.00000
240.291,26.7611,1.18054,-999.990,-99.0000,0.245000,-888.000,0.245000,0.00000,0.00000
240.255,26.5826,6.57694,0.153515,0.154000,1.57042,-888.000,0.153757,0.000342949,2.00000
240.152,26.7680,-0.118903,-999.990,-999.000,3.77178,-888.000,3.77178,0.00000,0.00000
240.079,26.7943,6.38803,0.0892387,0.0895000,1.60772,0.0896500,0.0894629,0.000208142,3.00000
240.105,26.9470,2.25769,-999.990,0.0956000,1.60623,0.0953200,0.0954600,0.000197990,2.00000
240.131,26.9560,2.45177,-999.990,-99.0000,1.61487,0.932750,1.61487,0.00000,0.00000
240.313,26.7609,3.09362,0.0884866,-999.000,0.469854,-888.000,0.469854,0.00000,0.00000
240.159,26.8730,5.93758,0.0648881,0.0648881,0.0648881,0.0648700,0.0648836,9.05621e-06,3.00000
239.997,26.8258,2.08128,-999.990,-99.0000,1.06009,-888.000,1.06009,0.00000,0.00000
240.315,26.8192,1.47339,0.374698,-99.0000,0.374698,-888.000,0.374698,0.00000,2.00000
240.111,26.8257,3.58351,0.0914983,0.0920000,1.59908,0.0917500,0.0917494,0.000250850,3.00000
240.045,26.9439,1.83409,0.146365,-999.000,1.05224,0.146690,0.146527,0.000229806,2.00000
240.080,26.9719,1.37070,-999.990,-99.0000,3.70146,0.0862900,3.70146,0.00000,0.00000
240.063,26.9868,0.527388,0.423698,-999.000,0.423698,-888.000,0.423698,0.00000,2.00000
240.039,26.7870,3.95557,0.0866076,-99.0000,0.0866076,0.0867200,0.0866451,6.48939e-05,3.00000
239.998,26.9302,2.79985,0.0894235,-999.000,0.0894235,0.0892300,0.0893590,0.000111717,3.00000
240.074,26.6527,0.387422,-999.990,-999.000,0.160433,-888.000,0.160433,0.00000,0.00000
239.982,26.9562,8.99051,0.102867,0.102800,1.55347,0.102970,0.102879,8.56327e-05,3.00000
240.100,26.6046,2.88546,0.168744,0.168744,0.168744,0.168770,0.168750,1.30749e-05,3.00000
239.904,26.6798,-0.0640414,-999.990,-999.000,0.548693,-888.000,0.548693,0.00000,0.00000
239.920,26.5624,4.71143,0.0922526,0.0924000,1.53046,-888.000,0.0923263,0.000104229,2.00000
239.933,26.6024,4.63448,0.0902301,-999.000,0.0902301,-888.000,0.0902301,0.00000,2.00000
239.951,26.5084,4.89733,0.0870538,0.0870538,0.0870538,-888.000,0.0870538,1.74732e-08,3.00000
240.102,26.6764,13.0243,0.0897921,-999.000,0.0897921,0.0899100,0.0898314,6.80684e-05,3.00000
239.960,26.9215,7.81763,0.0914983,-999.000,1.56457,0.0915800,0.0915392,5.77728e-05,2.00000
239.936,26.9583,2.47033,0.125183,-999.000,1.56824,0.124830,0.125006,0.000249609,2.00000
239.987,26.4079,20.7352,0.0766324,0.0766324,0.0766324,0.0766200,0.0766293,6.21009e-06,3.00000
240.032,26.3388,3.33121,0.0884866,0.0886000,1.67276,0.0886500,0.0885789,8.37281e-05,3.00000
239.969,26.9522,2.47877,0.103629,-999.000,1.54592,0.103940,0.103785,0.000219912,2.00000
240.012,26.3768,3.74448,0.193260,0.193260,0.193260,0.193260,0.193260,2.31008e-07,3.00000
240.036,26.4178,2.19769,0.0878291,0.0878291,0.0878291,0.0878400,0.0878318,5.45759e-06,3.00000
239.888,26.8671,3.12310,0.0869838,-99.0000,1.59033,0.0873700,0.0871769,0.000273085,2.00000
240.043,26.5149,6.54865,0.0942795,-999.000,0.0942795,0.0942600,0.0942730,1.12573e-05,3.00000
240.057,26.3068,1.01020,0.193227,-999.000,1.46946,-888.000,1.46946,0.00000,0.00000
240.004,26.6648,1.51933,0.366660,0.366660,0.366660,0.366750,0.366682,4.50665e-05,3.00000
239.983,26.7620,3.59544,0.102105,0.101800,1.61689,0.101780,0.101895,0.000182140,3.00000
240.021,26.5301,5.70093,0.0899332,-999.000,0.0899332,-888.000,0.0899332,0.00000,2.00000
239.822,26.7961,1.54961,-999.990,-999.000,1.58360,0.0909300,1.58360,0.00000,0.00000
239.867,26.6589,12.4516,0.0877349,0.0880000,1.55667,0.0879300,0.0878883,0.000137381,3.00000
239.863,26.9368,3.27814,0.164724,0.165000,1.60506,0.165150,0.164958,0.000216081,3.00000
240.035,26.6842,1.61386,0.516553,-999.000,0.516553,0.516440,0.516515,6.52466e-05,3.00000
239.834,26.8958,8.75223,0.0862332,0.0865000,1.56779,0.0865800,0.0864377,0.000181592,3.00000
239.975,26.8603,-0.0856307,-999.990,-999.000,0.373922,-888.000,0.373922,0.00000,0.00000
239.881,26.6877,2.45408,0.0899914,0.0896518,0.0896518,0.0896700,0.0897412,0.000166987,3.00000
240.039,26.7195,4.18437,0.178629,0.178629,0.178629,0.178370,0.178564,0.000129538,3.00000
239.782,26.7626,9.02755,0.0862332,0.0860000,1.56769,0.0860500,0.0860944,0.000122775,3.00000
239.848,26.9218,0.510256,-999.990,-99.0000,1.54391,0.0868400,1.54391,0.00000,0.00000
239.883,26.7423,3.77294,0.0905128,-999.000,0.0905128,-888.000,0.0905128,0.00000,2.00000
239.893,26.7620,4.19148,0.0998237,-999.000,1.56640,0.101310,1.56640,0.00000,0.00000
239.773,26.8901,6.75470,0.0945184,0.0945000,1.56333,0.0945100,0.0945095,9.21297e-06,3.00000
239.805,26.7530,3.29143,0.102899,0.102899,0.102899,-888.000,0.102899,3.07195e-08,3.00000
239.751,26.8422,2.87986,0.0963682,0.0963682,0.0963682,0.0963600,0.0963661,4.10031e-06,3.00000
239.794,26.8926,1.48036,0.0879687,-999.000,0.0879687,0.0880500,0.0879958,4.69390e-05,3.00000
